id,area_sqft,bedrooms,bathrooms,age_years,distance_km,quality,garage_spaces,has_pool,lot_sqft,price
1532,818,1,1,4,3.3,5,3,0,2624,252800
1533,1339,2,2,59,30.7,7,2,0,9599,178800
1534,1492,2,1,67,31.2,4,3,1,9528,205200
1535,1903,3,3,31,3.9,4,1,0,7374,355900
1536,1615,2,1,51,4.7,7,0,0,3373,317000
1537,2491,5,4,60,38.2,7,1,1,15228,281500
1538,2630,5,3,85,38.4,5,1,0,14928,273100
1539,1789,3,3,71,24.2,4,1,0,10178,199700
1540,1979,4,3,16,0.7,4,2,0,5606,551500
1541,2553,3,3,5,7.5,6,2,0,10237,526700
1542,1942,4,2,82,29.0,5,1,0,8580,215200
1543,1872,3,2,80,5.4,6,1,0,5729,341200
1544,1758,4,2,56,16.6,6,1,0,6523,268200
1545,2784,5,3,17,17.1,4,1,0,10130,354700
1546,450,1,1,62,3.5,6,1,0,2257,109700
1547,1567,3,2,15,6.4,9,2,0,3372,398900
1548,2336,4,4,65,26.2,7,0,0,9500,267000
1549,1584,3,2,52,17.7,5,2,0,7310,207400
1550,1610,3,3,68,2.3,4,1,0,6031,325100
1551,2972,4,2,60,3.5,6,0,0,8976,585100
1552,1859,3,1,1,4.4,6,0,0,3928,386700
1553,1768,4,3,66,37.0,7,2,0,10252,197600
1554,2087,5,3,46,1.1,6,3,0,3041,562200
1555,1197,2,1,63,22.9,8,0,0,5697,158500
1556,1585,3,3,12,4.1,5,1,0,5925,380200
1557,1873,3,3,43,15.5,6,2,0,7636,271000
1558,450,1,1,15,3.4,7,1,0,1759,153500
1559,2760,4,2,48,21.9,6,1,0,9141,345900
1560,1371,2,1,26,34.7,3,0,0,8848,131200
1561,2884,5,3,58,27.1,5,1,0,10684,283700
1562,2018,3,2,1,23.2,5,1,1,11394,280100
1563,1385,2,1,81,8.1,6,2,0,3816,256100
1564,3016,5,4,82,27.2,5,2,0,10756,339100
1565,1977,2,2,30,15.8,7,0,0,8097,290100
1566,2559,5,3,69,18.0,4,2,0,12649,312900
1567,1728,3,3,16,19.7,8,1,0,9612,269200
1568,1101,1,2,80,5.3,7,3,0,2416,257300
1569,1151,1,1,31,22.2,8,2,0,7209,166400
1570,3049,5,3,77,6.6,7,1,0,12543,483400
1571,2434,5,4,78,4.9,7,1,0,9419,538300
1572,1336,2,2,57,27.9,5,2,1,7977,185600
1573,528,1,1,47,22.1,3,3,0,5134,87300
1574,2783,5,4,22,3.0,2,1,0,7928,497000
1575,450,1,1,82,20.2,6,0,0,4576,71500
1576,1614,2,1,40,9.0,8,2,0,6954,326900
1577,2184,4,2,17,0.6,6,2,0,8335,599200
1578,2310,5,3,58,2.3,8,1,0,8301,542500
1579,2314,3,3,29,1.0,3,1,0,6804,513200
1580,1315,2,2,35,32.5,8,1,0,9902,184600
1581,1540,2,1,38,5.5,8,2,0,6224,348000
1582,2629,3,3,1,5.5,4,1,0,6280,520400
1583,1532,3,2,61,36.5,5,2,0,10431,174100
1584,670,1,1,19,5.3,8,1,1,3180,221000
1585,2121,3,2,10,27.0,8,2,1,9858,324200
1586,661,2,1,54,17.5,6,0,0,4181,98400
1587,2721,5,3,48,37.6,3,2,0,15298,250100
1588,2011,4,3,33,27.0,5,2,0,10027,243800
1589,3270,5,4,12,5.7,7,1,0,12026,727800
1590,2885,4,3,77,4.8,5,1,1,9625,550700
1591,2174,4,3,10,37.2,6,1,0,14800,276100
1592,1483,2,1,41,0.7,5,3,0,4211,380600
1593,688,1,1,25,21.8,5,2,0,6475,110400
1594,2789,4,3,70,11.5,6,2,1,12507,422400
1595,450,2,1,76,3.9,4,2,0,1676,137200
1596,701,2,2,20,6.8,6,0,0,3139,167200
1597,1673,3,2,24,34.5,4,2,0,11703,180300
1598,450,1,1,61,0.6,3,2,0,1336,140200
1599,1419,2,1,67,38.2,6,1,0,10295,159200
1600,1298,2,1,41,10.2,6,1,0,4470,190900
1601,1374,3,1,20,9.5,6,0,0,6501,237400
1602,1710,3,2,47,31.0,5,1,0,11845,196900
1603,1343,3,2,32,12.5,4,0,1,5408,222200
1604,1705,4,3,53,13.4,6,1,0,8368,260500
1605,1613,2,1,27,27.9,8,1,0,8031,213900
1606,2203,5,3,77,1.5,6,2,0,6049,508900
1607,450,1,1,68,1.5,5,2,0,1200,112100
1608,1330,2,1,72,28.0,7,2,0,9254,176700
1609,2063,3,2,76,10.5,6,1,1,7982,330600
1610,806,2,2,62,36.9,9,0,0,8976,116200
1611,2706,4,4,64,35.4,6,1,0,16045,285200
1612,2061,3,2,4,25.9,5,2,0,8777,262900
1613,1803,4,2,42,4.5,5,0,0,3477,345500
1614,2089,4,4,25,37.7,7,2,0,10938,295500
1615,1521,2,1,25,27.2,7,2,0,10487,229600
1616,2560,3,2,10,1.2,7,2,0,3979,739200
1617,1910,3,2,2,25.3,5,3,1,7390,283600
1618,1787,3,1,52,29.4,8,0,0,7888,210200
1619,2107,2,1,38,16.1,4,1,0,7926,223200
1620,2093,3,2,22,15.3,5,1,0,6074,270000
1621,2306,4,3,17,15.0,6,2,0,8996,358200
1622,2131,5,4,31,12.5,8,2,0,7753,389800
1623,1659,3,2,81,9.6,5,2,0,7975,278900
1624,1532,3,2,35,1.8,4,2,0,4466,361900
1625,1747,2,2,51,21.0,6,1,0,8963,231300
1626,1327,2,2,15,10.9,8,2,0,5854,267100
1627,450,1,1,82,10.3,9,3,1,3188,146500
1628,1810,2,1,10,1.1,7,2,0,5451,452200
1629,2000,3,3,44,3.4,8,1,0,5647,458100
1630,1681,3,3,40,2.6,7,2,0,4242,401200
1631,1118,2,3,54,3.3,5,0,0,4573,240200
1632,1312,1,1,8,11.6,3,2,0,4380,223900
1633,2503,4,3,80,1.9,5,1,0,7450,496800
1634,1171,1,1,62,29.2,6,2,0,7169,125100
1635,1396,2,3,1,21.6,3,2,0,5801,202700
1636,1594,1,1,23,18.0,5,0,0,7772,226700
1637,2052,4,3,61,37.2,4,1,0,13358,211100
1638,1537,2,1,77,24.5,4,3,0,7724,202200
1639,1135,1,1,21,31.0,5,1,0,8150,123900
1640,1516,2,1,59,1.1,5,1,1,3706,389500
1641,1656,1,2,13,1.5,10,1,0,4378,491500
1642,589,1,1,28,28.4,6,3,0,7209,109500
1643,2403,4,3,44,24.7,3,3,0,11055,246300
1644,1987,5,4,10,1.5,5,2,0,7368,648300
1645,1865,3,2,61,11.2,7,1,0,4887,288500
1646,1852,3,2,31,32.1,7,2,0,11049,220200
1647,1301,2,1,22,10.1,6,2,0,4152,227200
1648,2129,4,3,24,4.5,4,1,0,8895,412000
1649,3019,5,3,1,5.7,5,2,0,11979,530100
1650,2647,4,2,38,10.2,3,1,0,11502,340600
1651,1796,3,2,58,0.6,7,0,0,3475,430300
1652,1255,2,2,57,8.6,8,1,0,4013,249300
1653,2416,4,2,12,3.9,6,1,0,8983,521900
1654,2156,4,3,1,15.0,6,2,0,9685,338800
1655,450,1,1,77,14.5,7,1,0,3515,88300
1656,1957,3,2,74,3.1,4,1,0,6850,345000
1657,1206,2,2,61,4.0,6,3,0,3495,261300
1658,1740,4,3,29,1.7,8,0,0,5721,490400
1659,2326,5,4,50,16.7,5,1,0,6663,323200
1660,1000,1,1,50,30.9,5,1,0,6977,110200
1661,2716,4,3,58,13.0,7,0,0,6853,391200
1662,1915,3,2,81,8.9,4,2,0,6581,307200
1663,450,2,1,50,23.3,4,2,0,5752,78000
1664,1161,2,2,5,25.5,7,2,0,7611,175700
1665,2263,4,2,14,1.0,4,2,0,6127,477300
1666,2654,5,2,82,25.2,10,2,0,13870,419900
1667,2848,4,3,63,17.5,9,1,0,10419,399100
1668,972,1,1,31,21.2,6,2,0,5773,137800
1669,1687,3,2,62,3.9,9,3,0,4356,391400
1670,1581,2,1,73,8.8,4,1,0,6696,227000
1671,1277,1,1,26,27.6,9,2,0,9552,168800
1672,2055,2,2,3,37.4,9,2,0,11907,282900
1673,2327,3,2,8,29.2,5,2,0,11543,261200
1674,2048,4,2,37,9.5,7,1,0,7540,339200
1675,2000,2,2,42,3.9,7,3,0,5939,492500
1676,1123,2,3,12,9.0,7,2,0,3632,275100
1677,450,1,1,81,36.7,5,2,0,7878,69600
1678,2201,3,2,68,9.5,4,0,0,5250,329300
1679,1663,3,2,69,13.6,7,1,0,5113,236200
1680,1381,3,3,78,17.6,4,1,1,7994,199100
1681,2224,3,2,3,21.5,6,1,0,8319,308000
1682,1593,4,2,9,1.9,7,1,0,5895,462700
1683,2465,5,3,24,12.7,7,1,0,7189,390400
1684,1356,2,1,20,28.0,7,1,0,7254,182600
1685,2314,4,2,39,7.6,6,0,0,7441,443100
1686,2283,4,3,53,4.1,5,1,0,6929,524100
1687,3122,4,3,59,1.0,7,0,0,4463,738300
1688,1680,2,1,40,7.0,7,3,0,6325,288700
1689,2287,4,3,25,0.7,7,3,0,3214,538100
1690,1189,2,1,17,2.9,4,1,0,4417,259900
1691,2183,3,2,79,0.8,7,0,0,6462,490900
1692,620,1,1,74,4.6,9,0,0,2697,154500
1693,1621,2,2,49,6.9,6,2,0,4893,320700
1694,751,1,2,37,2.3,6,1,0,1893,191300
1695,1896,3,2,11,0.5,4,1,0,7158,486800
1696,681,3,2,83,8.5,9,2,0,3289,171500
1697,1689,4,2,4,20.0,5,2,0,6246,240700
1698,450,1,1,67,6.1,7,1,0,2284,95700
1699,1559,3,2,38,37.3,4,2,0,11744,161900
1700,1921,3,3,48,8.1,7,1,1,5280,380900
1701,1094,2,2,74,0.7,5,1,0,2304,269600
1702,3433,6,3,31,31.2,5,2,0,17375,376500
1703,2657,5,3,84,0.8,5,0,0,9310,562400
1704,1628,3,1,23,10.6,6,0,0,7897,253300
1705,2998,5,3,55,1.7,4,3,0,7404,616000
1706,723,1,1,44,25.3,4,2,0,6493,103700
1707,2701,4,3,7,1.1,9,0,0,4565,785900
1708,2211,3,1,7,13.8,5,1,0,7001,311200
1709,2596,4,4,28,24.0,4,2,0,11845,295800
1710,1560,2,2,52,36.2,6,1,0,11979,166500
1711,2128,4,3,41,9.8,8,0,1,7272,411100
1712,1465,3,2,6,23.0,7,3,0,6933,227100
1713,1227,2,2,58,10.4,5,2,0,5017,227200
1714,2724,5,3,28,24.7,5,2,1,11360,323800
1715,1944,3,2,63,8.0,5,1,1,5790,322700
1716,579,1,1,15,0.9,6,0,0,1132,195600
1717,2320,4,2,0,3.5,6,0,0,7520,473300
1718,2096,3,2,82,4.1,5,2,0,6750,406700
1719,610,1,1,77,0.9,8,2,0,1039,200300
1720,1459,2,2,31,10.4,5,2,0,7044,249100
1721,1491,2,1,81,6.3,6,1,0,6097,272700
1722,2924,5,4,80,30.8,4,1,0,15655,281600
1723,2454,4,2,13,13.3,6,1,0,11283,400800
1724,1417,3,3,52,28.8,7,1,0,8514,195700
1725,2270,3,3,47,16.0,6,2,0,10999,326000
1726,3309,5,4,32,23.3,4,2,0,9015,358100
1727,1844,2,2,47,4.4,8,2,0,7515,451100
1728,1617,3,2,10,21.5,6,2,0,9320,242900
1729,450,1,1,5,9.0,9,1,0,3144,133000
1730,1813,3,2,59,0.5,7,2,1,3917,473000
1731,1647,2,2,42,16.8,7,1,0,7585,261400
1732,1659,2,1,44,2.0,9,1,0,5242,400800
1733,1732,2,1,49,11.9,5,1,0,5410,220300
1734,2636,4,2,16,26.8,8,1,0,9516,328100
1735,2381,4,3,44,5.0,6,3,0,9687,479900
1736,1679,2,2,34,21.5,6,2,0,6542,228200
1737,1673,3,2,36,38.0,6,1,0,11135,182500
1738,1996,3,3,85,23.1,3,1,0,11167,203700
1739,812,1,1,46,22.2,6,1,0,5595,109900
1740,2292,5,2,32,29.9,7,0,0,11342,263500
1741,1087,2,2,67,1.1,8,1,0,4128,291400
1742,1741,1,1,17,0.5,8,1,0,3981,483600
1743,3302,4,2,65,10.4,3,1,0,9041,412200
1744,450,1,1,57,0.6,7,1,0,758,119400
1745,1444,1,1,50,16.1,6,2,0,5367,195100
1746,2388,4,4,19,0.7,6,1,0,5337,662000
1747,1769,2,2,85,29.5,4,1,0,7725,170100
1748,1688,3,2,26,7.6,3,0,0,3979,288700
1749,1905,3,2,63,25.3,3,2,1,9840,212300
1750,1965,4,3,84,9.7,5,2,0,7608,339400
1751,2694,4,3,67,18.2,6,1,0,8295,332100
1752,1701,3,2,83,0.5,6,1,0,6035,448300
1753,2973,4,2,78,30.3,4,1,0,12189,257700
1754,1860,3,3,14,8.0,4,2,0,4209,366000
1755,2368,4,3,81,20.7,8,1,0,9033,362900
1756,1451,2,1,69,7.4,6,2,0,3521,262900
1757,2481,4,3,79,3.0,6,0,1,6247,509800
1758,1946,3,2,47,12.7,5,1,0,7991,294000
1759,2391,3,2,49,20.5,3,1,0,8571,258700
1760,1315,1,1,22,6.6,9,1,0,5673,285400
1761,1615,3,2,47,29.8,6,2,1,9845,224000
1762,1840,3,2,66,1.5,10,1,0,5354,534900
1763,1775,2,2,59,2.9,8,2,0,4615,451400
1764,1270,2,2,19,12.5,4,0,0,6334,196200
1765,2753,4,3,42,4.3,7,0,1,7428,555400
1766,1254,2,1,42,13.4,8,0,0,6738,169000
1767,2969,5,4,32,34.5,8,1,0,13253,376000
1768,2148,3,2,74,21.0,7,0,0,10201,261200
1769,1194,2,2,83,3.6,5,1,0,4881,267400
1770,2212,3,1,18,16.3,6,3,0,7395,328700
1771,1647,3,2,13,7.7,7,3,0,6919,345400
1772,2353,4,3,15,4.3,8,1,1,4619,610300
1773,1306,3,2,6,25.7,5,0,0,6529,193500
1774,985,1,2,60,11.1,8,1,0,5235,187500
1775,2719,4,3,66,24.2,7,1,0,12465,316600
1776,2311,3,2,10,19.4,8,1,0,6854,339300
1777,1827,4,4,51,30.8,6,3,0,10347,232600
1778,2988,6,4,61,4.2,6,1,0,8155,621300
1779,1804,2,2,52,18.1,4,2,0,6910,229000
1780,1284,2,2,25,36.6,7,1,1,10161,187300
1781,2490,3,2,78,2.7,5,1,0,4723,510200
1782,700,1,1,5,3.6,4,2,0,2276,217700
1783,3170,5,3,46,21.3,7,1,0,9066,435100
1784,2585,4,3,53,26.1,3,2,0,13079,300100
1785,1041,1,1,9,18.8,5,1,0,5558,170200
1786,2473,4,2,18,0.8,7,1,0,5381,605900
1787,1926,4,3,58,26.9,7,2,0,7989,250200
1788,1732,4,2,43,32.6,3,1,0,9869,170600
1789,2102,4,2,83,2.8,7,2,0,4394,463300
1790,2134,2,2,31,3.0,7,1,0,7435,527100
1791,1734,3,3,2,3.8,6,1,0,4386,449700
1792,1701,2,1,40,28.6,4,2,0,8340,174900
1793,2134,3,2,60,8.1,6,0,0,7142,337100
1794,3036,6,4,81,0.9,6,0,0,10567,682600
1795,1987,4,3,64,28.4,3,2,0,11939,220500
1796,2439,4,2,60,1.6,3,2,0,8452,460700
1797,1999,3,2,61,12.2,5,0,0,9478,256500
1798,1956,2,2,83,35.9,7,2,0,10841,228100
1799,2930,5,4,1,2.9,7,2,0,8866,708900
1800,1926,3,2,35,9.4,7,0,0,4211,289000
1801,1347,3,3,9,5.7,2,0,0,4600,267700
1802,1237,1,1,6,1.7,7,1,0,4196,322000
1803,2065,3,2,50,15.4,5,1,0,8917,247400
1804,2548,3,2,11,17.9,6,2,0,10748,306000
1805,1251,1,1,52,32.3,5,0,0,8987,126200
1806,1396,2,1,60,1.2,6,3,0,5287,324800
1807,2126,4,3,55,3.4,5,0,0,5928,404300
1808,882,2,2,71,31.8,8,2,0,8880,121900
1809,1464,2,2,13,23.4,5,2,0,6746,196500
1810,1989,2,1,68,25.8,4,1,1,8175,229500
1811,1768,2,1,83,27.1,6,2,0,8826,200400
1812,979,2,1,42,11.2,5,2,0,4570,174600
1813,2129,3,3,61,13.7,8,2,0,9305,359300
1814,1285,2,1,43,1.3,6,0,0,3783,305300
1815,1099,3,2,81,0.6,6,1,0,1639,299200
1816,1785,3,1,79,27.2,4,2,0,10016,184200
1817,2483,4,3,67,23.4,6,1,0,13310,284600
1818,1145,1,1,82,25.0,5,2,0,6015,128300
1819,1202,1,1,1,16.2,6,1,1,5762,208000
1820,3690,5,4,80,3.0,6,2,0,11357,816900
1821,2001,3,2,41,17.1,7,1,0,6712,254100
1822,1246,2,1,65,21.7,3,3,0,7853,146000
1823,1201,3,2,78,2.9,5,1,0,2476,259300
1824,1802,2,2,14,18.4,6,2,1,7239,266800
1825,1738,3,3,9,6.6,7,1,0,3451,400400
1826,1540,2,2,54,1.5,6,2,0,4872,350600
1827,1074,2,2,70,28.4,4,0,0,6887,106200
1828,2443,5,3,43,1.4,7,1,0,6369,608200
1829,1283,2,2,77,2.6,5,1,0,5107,303800
1830,623,1,1,67,24.9,4,0,0,5300,78300
1831,1669,3,2,64,9.2,5,2,1,6491,291200
1832,1419,2,2,28,33.4,4,2,0,7938,168200
1833,2380,4,3,0,2.7,3,0,1,8135,473000
1834,2243,4,2,22,22.9,6,2,0,8516,275900
1835,1831,3,2,48,8.6,5,1,0,5445,306700
1836,881,3,2,34,38.4,5,0,0,8084,112600
1837,1789,2,1,75,9.8,4,2,0,4560,268400
1838,2086,4,3,37,5.9,7,2,0,5541,470800
1839,702,1,1,43,31.0,7,2,0,7036,103100
1840,1592,3,2,25,26.5,5,1,0,9829,202700
1841,977,1,1,37,11.4,4,2,1,4536,177400
1842,2023,4,2,17,13.7,6,1,0,8973,317600
1843,1852,2,1,33,24.2,8,1,0,6803,244700
1844,1953,4,3,46,30.1,5,1,1,11545,247200
1845,1454,2,2,56,33.5,6,2,0,8830,192900
1846,2144,4,3,29,28.5,6,1,0,9207,263000
1847,1544,2,1,62,4.2,6,1,0,3845,272000
1848,1571,4,3,67,24.7,3,1,0,10367,186800
1849,543,1,1,25,28.5,4,2,0,6423,88900
1850,3017,5,3,81,2.6,5,1,0,5963,592400
1851,1770,3,2,6,35.4,4,1,0,10777,209700
1852,1515,1,1,54,9.4,6,3,0,6267,231700
1853,2150,4,4,68,16.6,6,2,1,9130,334700
1854,768,2,2,77,18.1,7,0,0,4456,119400
1855,982,2,1,49,5.5,7,1,0,3583,215900
1856,1914,3,1,55,25.6,4,1,0,10022,192800
1857,1518,3,2,79,16.8,4,1,0,8145,201400
1858,1444,2,2,1,22.5,6,1,0,8436,231500
1859,3006,5,3,26,9.4,2,0,0,10126,400800
1860,2085,3,2,18,3.2,3,2,0,4974,410300
1861,1932,2,2,82,24.4,7,0,0,8481,257500
1862,1041,1,1,49,0.5,6,2,0,2334,271500
1863,3017,5,4,39,0.5,4,1,1,9765,784000
1864,2919,5,3,25,37.2,8,1,0,13505,366200
1865,1329,2,2,72,20.5,6,1,0,6216,177700
1866,2057,3,2,45,13.8,4,1,1,7054,263900
1867,2698,3,2,67,5.6,8,0,0,11089,522400
1868,3098,5,3,78,30.7,6,2,1,15633,341100
1869,1627,3,2,61,24.5,4,1,0,9913,178100
1870,1132,2,1,67,29.8,6,2,0,8848,140000
1871,2743,5,2,22,3.1,3,1,0,8096,507200
1872,2951,5,3,14,0.8,6,1,0,10834,801400
1873,3716,5,2,17,0.7,6,1,0,4972,817300
1874,1936,4,2,77,0.6,7,1,0,2751,454200
1875,1094,2,2,67,2.6,6,2,1,3402,262400
1876,2950,5,3,67,1.7,5,0,0,4293,555400
1877,2207,4,3,75,0.6,5,1,1,7101,547900
1878,1337,2,1,3,3.7,4,1,0,2474,275800
1879,1905,3,2,48,11.6,5,0,0,6496,265000
1880,4139,6,4,77,0.8,7,1,0,15702,938000
1881,2500,5,3,39,1.5,8,3,0,9068,672900
1882,1587,3,3,13,2.0,7,1,0,5975,450100
1883,1177,1,1,59,10.8,7,1,0,4155,200900
1884,3054,6,4,20,3.3,2,1,0,9543,573800
1885,627,2,1,80,6.8,4,1,0,2660,134700
1886,2218,4,3,4,35.4,8,1,0,9307,290800
1887,2598,4,3,28,2.7,5,2,0,5271,523600
1888,2338,4,2,33,23.1,5,2,0,7900,272900
1889,4028,6,3,75,34.1,8,2,0,12569,474700
1890,2283,4,2,75,1.5,6,0,0,4326,438800
1891,2029,3,3,36,2.0,7,2,0,3349,447600
1892,1656,3,2,9,2.5,8,0,0,4751,454800
1893,1739,3,2,62,3.1,6,1,0,3086,323500
1894,2140,3,3,7,3.4,3,1,1,4159,467500
1895,2114,2,2,73,0.7,6,0,1,4107,539500
1896,2361,3,2,51,4.2,8,0,0,4883,453000
1897,1104,2,2,76,12.4,4,2,0,3811,176100
1898,2461,5,3,63,24.6,9,1,0,9956,357600
1899,1499,3,2,84,15.3,4,1,0,6463,173900
1900,1063,1,1,8,2.7,7,2,0,2663,276700
1901,1008,2,2,27,5.3,6,2,0,3923,252300
1902,1711,3,3,78,23.6,7,1,0,10733,220900
1903,1498,3,2,53,19.0,5,1,0,7115,182600
1904,611,1,1,6,1.9,5,2,0,2107,218500
1905,1512,3,3,33,12.2,7,0,0,6316,263600
1906,874,2,3,65,6.5,6,2,0,3879,201500
1907,2103,4,3,51,13.7,3,1,0,7218,245000
1908,450,1,1,38,28.7,6,2,1,6414,104400
1909,1484,4,4,0,20.4,5,0,0,7442,229500
1910,1621,2,2,83,26.8,7,2,0,9278,188700
1911,3206,6,4,6,8.9,3,3,0,7386,524800
1912,2327,3,2,40,36.8,7,1,0,10615,263900
1913,644,3,3,54,17.2,5,0,0,4887,121400
1914,1946,4,2,62,37.1,8,1,1,13499,246800
1915,3140,5,3,73,5.0,6,2,0,12399,692500
1916,2293,3,2,55,3.9,3,1,0,5980,426500
1917,1856,4,3,35,30.1,5,1,0,8409,214500
1918,1951,3,1,22,5.7,5,1,0,7003,349900
1919,1577,3,3,70,28.4,7,3,1,7544,241700
1920,1382,1,1,37,31.4,5,2,0,7541,145200
1921,1635,2,2,7,1.2,4,1,0,5363,418600
1922,2240,3,2,63,2.3,10,2,0,5370,588700
1923,2053,4,3,31,26.0,6,1,0,8737,257400
1924,1606,3,2,40,20.7,6,2,0,8647,209300
1925,1709,3,2,54,30.9,5,0,0,11620,183000
1926,1295,2,2,25,1.6,7,3,0,2657,376600
1927,1302,1,1,76,9.1,6,2,0,3838,230100
1928,1412,3,2,43,13.1,3,0,0,4374,197700
1929,1125,1,1,81,7.6,6,1,1,5643,228200
1930,2079,3,1,51,7.0,3,1,0,7181,299800
1931,2507,5,3,15,26.9,4,1,0,9296,290400
1932,1466,3,3,16,9.9,7,3,1,6426,337300
1933,1555,2,1,34,1.3,5,3,0,4654,359500
1934,1569,3,2,67,14.7,7,2,0,8122,241100
1935,1358,3,2,71,17.5,6,2,0,7477,181700
1936,1055,2,1,72,24.8,8,1,0,8097,137600
1937,1468,4,3,32,13.5,5,1,0,4733,223800
1938,2339,5,4,22,21.0,8,1,0,9759,341800
1939,2243,4,3,38,22.2,8,1,1,12338,313000
1940,1786,3,1,84,27.1,6,2,0,9534,204300
1941,2773,4,3,83,5.4,5,2,0,5528,516900
1942,1811,3,2,50,19.2,7,1,0,7039,243500
1943,2444,5,3,53,5.3,7,2,0,7698,545400
1944,2091,3,2,60,11.8,8,1,0,5471,328500
1945,1766,3,3,55,1.1,6,1,1,2743,403800
1946,2336,4,2,43,22.8,5,2,0,12798,278700
1947,1552,3,4,67,7.2,8,1,0,5778,351400
1948,1339,3,2,9,25.6,9,2,0,7202,224500
1949,1532,3,3,37,5.3,2,1,0,5132,278400
1950,2419,3,2,80,27.3,4,3,0,12246,234000
1951,1643,2,2,73,9.1,7,1,0,5991,292500
1952,979,1,1,13,18.5,7,1,0,5641,148500
1953,1830,2,2,79,4.6,4,2,0,5573,358900
1954,1042,2,1,20,1.1,5,2,0,2030,289100
1955,1826,3,1,78,35.3,6,2,0,12734,195600
1956,1528,2,2,61,2.1,8,3,0,2457,342400
1957,1846,3,2,67,25.6,6,2,0,11419,225200
1958,1591,3,2,2,13.3,8,1,0,8058,310400
1959,2726,3,2,14,10.2,4,1,0,11242,402900
1960,1922,3,1,70,5.5,5,3,0,5890,365700
1961,3316,5,4,39,6.8,5,0,0,5707,578200
1962,2175,4,2,13,8.3,7,3,0,6595,428300
1963,1332,2,1,63,18.3,8,1,0,6446,193400
1964,2144,3,3,81,19.4,3,2,0,8422,247600
1965,2308,4,2,74,6.2,5,2,0,8504,383000
1966,1806,3,3,57,24.3,4,2,1,7535,226300
1967,1714,3,3,37,0.5,4,2,0,2420,418100
1968,2034,2,2,31,15.5,5,2,0,8546,305100
1969,1614,2,1,81,0.5,6,2,0,4355,389300
1970,1299,3,2,27,18.0,4,2,0,5320,194100
1971,2353,4,3,26,21.0,7,1,0,9378,332500
1972,2164,3,4,78,12.9,5,0,1,8256,296600
1973,2243,4,3,54,26.5,6,1,0,9198,270800
1974,2314,4,3,45,10.3,6,2,0,6890,398300
1975,1832,2,1,26,5.2,10,2,1,3909,456500
1976,869,2,2,68,28.6,4,3,0,7929,104100
1977,1673,3,2,14,21.1,4,0,0,7310,203800
1978,843,1,1,82,13.5,8,1,0,5583,124600
1979,1586,2,1,59,2.7,7,2,0,5176,373300
1980,1057,1,1,84,6.2,6,1,0,4740,174100
1981,2194,4,2,26,31.8,6,0,0,8942,229700
1982,1677,3,2,67,11.0,6,0,0,6602,266700
1983,2387,4,2,18,9.9,5,1,0,10346,365800
1984,2389,4,3,60,4.2,5,2,0,7585,480300
1985,1778,3,2,85,2.2,6,0,0,6921,386500
1986,2106,2,2,27,7.0,6,0,0,8135,358000
1987,803,1,1,76,21.9,5,1,0,6798,108000
1988,1859,4,3,1,2.6,9,3,0,5219,603000
1989,2092,2,1,73,0.7,6,1,0,3549,462500
1990,1260,1,1,54,17.9,4,2,0,5209,167900
1991,1631,2,2,73,7.9,5,1,0,6766,267400
1992,2757,5,3,36,3.0,6,0,0,5788,579700
1993,1853,3,3,81,19.2,8,2,1,8906,331400
1994,2303,3,3,32,6.3,5,2,0,4850,394200
1995,1217,2,1,49,23.6,4,2,0,7628,160300
1996,1946,3,2,32,30.8,6,2,0,12299,248500
1997,2320,4,3,68,16.1,7,3,1,8976,356800
1998,2065,3,2,80,33.6,5,1,0,12612,200000
1999,1691,3,3,19,22.5,7,2,0,9097,252500
2000,2026,4,3,83,19.1,7,2,0,9626,297700
2001,2264,5,3,72,30.0,5,1,1,8392,258800
2002,1725,4,2,69,35.5,6,1,1,12540,229000
2003,1491,2,1,36,23.7,7,1,0,9081,196300
2004,3053,6,3,5,24.9,7,1,1,12581,402100
2005,2251,4,3,75,24.9,6,1,0,11007,300800
2006,2434,5,3,47,37.9,5,0,0,15538,236900
2007,2441,4,2,58,20.7,8,3,0,8644,339400
2008,608,1,1,26,9.2,7,2,0,2742,138900
2009,2275,4,2,0,35.2,4,2,0,10086,260900
2010,1818,4,2,72,18.4,8,1,0,6790,259000
2011,1232,2,3,72,15.9,6,2,0,7520,211200
2012,2724,4,3,5,4.4,6,1,0,7653,621600
2013,1907,3,2,15,32.6,7,1,0,8829,241000
2014,2112,3,2,10,33.9,7,1,0,11051,244500
2015,1294,2,2,5,6.9,5,2,0,3829,289400
2016,2806,5,3,29,10.9,7,2,0,12039,529100
2017,1922,2,2,58,9.4,5,0,0,7510,273000
2018,2414,4,3,16,10.7,9,1,0,8986,493500
2019,2215,3,3,73,25.0,7,0,0,11604,255900
2020,872,2,2,20,2.1,5,2,0,2524,276800
2021,2016,4,3,83,8.4,5,2,1,7410,409800
2022,832,1,1,73,20.3,7,0,0,6760,120400
2023,1004,2,2,67,15.7,6,3,0,5108,161100
2024,727,1,1,18,34.6,5,1,0,7911,104600
2025,1889,3,1,64,27.6,6,3,0,7919,222700
2026,1272,2,1,73,16.6,4,1,0,7807,149400
2027,1173,2,2,48,21.4,6,0,0,8010,159000
2028,2426,4,3,29,10.4,6,0,0,10506,401800
2029,1858,3,2,29,7.7,8,2,0,8341,389500
2030,2836,5,3,55,26.2,7,1,0,13700,335500
2031,1418,3,1,27,3.9,6,0,0,2929,289100
